age,gender,education,occupation,location,workHours,experience,salary
50,Female,BCA,Data Scientist,Mumbai,51,28,83.5
47,Male,BCA,Data Scientist,Bengaluru,45,25,85.5
50,Male,B.Tech,Data Scientist,Bengaluru,46,28,85.9
48,Female,BCA,Software Engineer,Hyderabad,51,26,58.6
44,Male,B.Tech,Product Manager,Kolkata,36,22,52.9
24,Female,M.Tech,Security Engineer,Gurugram,41,2,15.4
24,Female,B.E,Fullstack Developer,Noida,54,2,8.9
21,Male,MCA,Cloud Architect,Noida,36,0,19.9
25,Male,BCA,QA Engineer,Gurugram,52,3,13.1
48,Male,B.Sc IT,DevOps Engineer,Gurugram,51,26,70.5
35,Female,MBA,Security Engineer,Noida,51,13,38.6
40,Male,PhD,QA Engineer,Kolkata,46,18,60.7
34,Female,MCA,Security Engineer,Kolkata,39,12,33.2
32,Female,MCA,QA Engineer,Noida,54,10,24.4
42,Male,M.Tech,Frontend Developer,Bengaluru,41,20,66.9
26,Male,MBA,DevOps Engineer,Pune,44,4,18.1
40,Male,PhD,Product Manager,Hyderabad,52,18,65.7
41,Male,B.Sc IT,QA Engineer,Kolkata,38,19,52.3
37,Male,B.Tech,Engineering Manager,Chennai,36,15,57.8
27,Male,MCA,Data Scientist,Bengaluru,54,5,27.7
36,Male,PhD,Software Engineer,Gurugram,38,14,44.4
24,Female,M.Tech,Cloud Architect,Kolkata,38,2,21.5
31,Male,PhD,Cloud Architect,Gurugram,50,9,45.9
47,Female,PhD,Backend Developer,Kolkata,54,25,67.1
41,Male,B.Sc IT,Fullstack Developer,Bengaluru,35,19,56.6
30,Male,B.Tech,Product Manager,Noida,39,8,24.3
33,Female,M.Tech,Engineering Manager,Bengaluru,54,11,51.3
22,Male,M.Tech,QA Engineer,Bengaluru,51,0,10.5
36,Male,MBA,Backend Developer,Kolkata,35,14,46.5
48,Male,MCA,Product Manager,Chennai,50,26,71.2
48,Male,M.Tech,Fullstack Developer,Noida,44,26,73.6
26,Male,B.E,Software Engineer,Kolkata,49,4,13.6
42,Male,MBA,Product Manager,Bengaluru,44,20,55.7
44,Female,MBA,Cloud Architect,Hyderabad,41,22,73.9
39,Male,B.Sc IT,Frontend Developer,Gurugram,47,17,49.9
40,Male,MBA,QA Engineer,Bengaluru,52,18,55.1
50,Male,MCA,Product Manager,Chennai,52,28,74.8
43,Female,MCA,Software Engineer,Hyderabad,41,21,61
50,Male,M.Tech,Engineering Manager,Noida,43,28,78.7
49,Female,M.Tech,Fullstack Developer,Bengaluru,37,27,71.5
23,Female,MBA,Engineering Manager,Noida,44,1,20.8
43,Female,BCA,Backend Developer,Hyderabad,47,21,59.6
50,Female,BCA,Security Engineer,Chennai,38,28,72
30,Female,B.Sc IT,Fullstack Developer,Noida,50,8,20.8
44,Male,B.Tech,Software Engineer,Mumbai,51,22,63
23,Female,PhD,Cloud Architect,Pune,44,1,24.3
42,Male,B.Sc IT,QA Engineer,Bengaluru,42,20,61.2
28,Male,B.Sc IT,Backend Developer,Pune,49,6,16.4
33,Male,B.E,Security Engineer,Pune,48,11,34.5
24,Female,MBA,Frontend Developer,Noida,35,2,11.7
21,Male,B.E,Cloud Architect,Kolkata,53,0,17.1
23,Female,MBA,Software Engineer,Mumbai,46,1,10.5
28,Male,B.E,Software Engineer,Kolkata,49,6,16.6
49,Female,MCA,Engineering Manager,Bengaluru,40,27,87.9
24,Male,B.Tech,Cloud Architect,Hyderabad,46,2,23.9
36,Male,MBA,Data Scientist,Bengaluru,50,14,47
42,Female,B.E,DevOps Engineer,Mumbai,50,20,50.4
21,Female,MCA,Cloud Architect,Pune,50,0,16.8
27,Female,MBA,Software Engineer,Mumbai,51,5,24.1
46,Male,B.Sc IT,Engineering Manager,Hyderabad,37,24,77.7
24,Male,MCA,DevOps Engineer,Chennai,52,2,8.5
25,Male,MCA,Software Engineer,Bengaluru,38,3,16.8
36,Male,PhD,Software Engineer,Noida,41,14,45
21,Male,B.E,Frontend Developer,Gurugram,52,0,3.4
46,Female,MBA,Data Scientist,Pune,51,24,65.3
21,Female,B.E,Backend Developer,Kolkata,41,0,3.2
31,Male,MBA,Data Scientist,Hyderabad,42,9,35.7
49,Male,B.E,Frontend Developer,Gurugram,44,27,72.8
47,Male,B.Sc IT,Security Engineer,Noida,52,25,82.2
24,Female,MCA,Data Scientist,Bengaluru,45,2,19.7
32,Female,M.Tech,QA Engineer,Mumbai,51,10,31.9
40,Female,B.Tech,Product Manager,Noida,51,18,49.7
26,Male,BCA,Cloud Architect,Mumbai,38,4,35
21,Female,BCA,Fullstack Developer,Chennai,44,0,3.3
48,Male,BCA,DevOps Engineer,Noida,53,26,70.9
23,Female,BCA,Security Engineer,Chennai,40,1,14
47,Male,MBA,Data Scientist,Bengaluru,35,25,76
23,Male,BCA,Frontend Developer,Pune,47,1,6.5
39,Male,PhD,Engineering Manager,Hyderabad,35,17,73.4
37,Male,B.Tech,Backend Developer,Noida,43,15,35.6
38,Female,B.E,Frontend Developer,Gurugram,35,16,40.9
25,Male,MCA,Software Engineer,Pune,48,3,12.7
37,Female,B.Tech,Engineering Manager,Kolkata,39,15,57.4
25,Male,B.E,Product Manager,Pune,45,3,11.8
25,Female,B.Tech,QA Engineer,Mumbai,35,3,13.4
27,Female,M.Tech,QA Engineer,Pune,41,5,17.1
49,Male,B.Tech,Frontend Developer,Gurugram,43,27,72
40,Female,B.E,Frontend Developer,Pune,45,18,48.8
29,Female,BCA,Product Manager,Mumbai,36,7,23.5
31,Male,PhD,Security Engineer,Kolkata,41,9,42.2
30,Male,MBA,Frontend Developer,Gurugram,52,8,30.4
40,Female,B.Sc IT,Engineering Manager,Gurugram,40,18,64.9
40,Male,M.Tech,Frontend Developer,Chennai,44,18,49.8
24,Female,B.Tech,Software Engineer,Noida,45,2,7.4
48,Female,B.Sc IT,Security Engineer,Kolkata,51,26,79
50,Male,MCA,QA Engineer,Kolkata,36,28,81.4
33,Male,PhD,Backend Developer,Mumbai,42,11,41.3
37,Female,B.Sc IT,Engineering Manager,Chennai,41,15,50.4
35,Male,BCA,Frontend Developer,Gurugram,44,13,34.7
28,Male,B.E,Fullstack Developer,Pune,43,6,20.6
50,Female,MCA,Security Engineer,Pune,42,28,64.9
22,Male,MBA,Fullstack Developer,Pune,38,0,6.8
50,Male,B.E,Frontend Developer,Noida,35,28,68.3
27,Female,MCA,Fullstack Developer,Kolkata,45,5,16.6
24,Male,M.Tech,Product Manager,Mumbai,46,2,13.8
29,Male,B.E,Frontend Developer,Bengaluru,53,7,22.4
25,Female,MCA,Data Scientist,Gurugram,48,3,19
26,Male,MCA,Security Engineer,Noida,35,4,19.3
31,Male,MBA,Security Engineer,Noida,44,9,33.6
43,Male,B.Sc IT,Security Engineer,Mumbai,47,21,62.8
33,Male,PhD,Security Engineer,Kolkata,35,11,52.6
42,Male,B.Sc IT,Backend Developer,Gurugram,54,20,46.7
23,Female,M.Tech,DevOps Engineer,Mumbai,45,1,13.7
25,Female,B.Sc IT,Security Engineer,Bengaluru,54,3,22.3
46,Male,B.Tech,Engineering Manager,Pune,47,24,77.8
48,Male,MCA,Data Scientist,Noida,39,26,75.2
36,Male,BCA,Data Scientist,Chennai,43,14,46.6
33,Female,MBA,QA Engineer,Pune,41,11,33.9
25,Female,MCA,Backend Developer,Bengaluru,50,3,12.2
39,Female,MBA,Frontend Developer,Kolkata,44,17,44.9
24,Female,B.Sc IT,Security Engineer,Mumbai,48,2,20.8
44,Female,B.Sc IT,Cloud Architect,Bengaluru,49,22,77.9
35,Male,PhD,Cloud Architect,Hyderabad,46,13,56.1
22,Male,MBA,Engineering Manager,Pune,54,0,22.5
24,Female,MBA,Frontend Developer,Hyderabad,43,2,16.1
47,Male,BCA,DevOps Engineer,Hyderabad,50,25,60.5
49,Male,BCA,Cloud Architect,Gurugram,39,27,85
29,Female,BCA,Software Engineer,Hyderabad,52,7,25.6
37,Female,B.Tech,DevOps Engineer,Pune,47,15,38.5
47,Male,B.Tech,Fullstack Developer,Gurugram,50,25,60.6
28,Male,MBA,Security Engineer,Gurugram,49,6,30.5
45,Male,PhD,Engineering Manager,Kolkata,40,23,95.6
24,Male,B.E,Fullstack Developer,Pune,38,2,9.8
34,Male,B.Sc IT,Engineering Manager,Noida,41,12,51.4
29,Male,BCA,Product Manager,Kolkata,39,7,22.3
27,Male,B.E,Frontend Developer,Gurugram,53,5,14.9
33,Male,MCA,Data Scientist,Hyderabad,53,11,44
24,Female,B.Sc IT,Backend Developer,Chennai,36,2,8.1
50,Male,MBA,Security Engineer,Bengaluru,42,28,90.7
38,Male,M.Tech,QA Engineer,Kolkata,45,16,48.2
45,Male,B.Sc IT,Cloud Architect,Bengaluru,52,23,87.6
37,Female,BCA,Product Manager,Pune,39,15,42.1
25,Male,MCA,Product Manager,Chennai,36,3,10.4
36,Female,BCA,Data Scientist,Bengaluru,39,14,44.1
25,Male,M.Tech,Software Engineer,Gurugram,43,3,16.4
49,Male,B.Tech,Product Manager,Chennai,50,27,64.4
39,Male,PhD,Frontend Developer,Kolkata,36,17,51.5
45,Male,B.E,QA Engineer,Hyderabad,38,23,55.7
33,Female,M.Tech,Engineering Manager,Gurugram,40,11,40.6
24,Male,B.E,Engineering Manager,Noida,43,2,22
36,Male,B.Tech,Software Engineer,Chennai,50,14,37.6
42,Female,M.Tech,QA Engineer,Pune,40,20,58.4
22,Female,B.E,Backend Developer,Hyderabad,37,0,7.6
43,Male,MCA,Data Scientist,Kolkata,53,21,57.8
43,Female,MCA,DevOps Engineer,Kolkata,53,21,45.5
24,Male,MCA,Fullstack Developer,Pune,46,2,8.6
21,Male,B.Sc IT,Data Scientist,Gurugram,38,0,11.3
50,Male,MCA,Software Engineer,Noida,48,28,71.1
39,Male,BCA,Cloud Architect,Bengaluru,39,17,69.8
36,Female,B.Tech,Data Scientist,Pune,54,14,44.1
32,Male,MBA,QA Engineer,Hyderabad,37,10,33
49,Female,BCA,Software Engineer,Mumbai,36,27,58.3
26,Male,B.Tech,Cloud Architect,Gurugram,46,4,31.7
24,Male,BCA,Data Scientist,Chennai,41,2,16
34,Female,MCA,QA Engineer,Hyderabad,53,12,37
29,Male,B.Tech,Data Scientist,Kolkata,36,7,30.6
42,Female,BCA,QA Engineer,Pune,36,20,44
45,Female,BCA,Data Scientist,Noida,52,23,70.7
43,Male,M.Tech,Product Manager,Pune,40,21,58.8
21,Female,B.Tech,QA Engineer,Chennai,40,0,3.2
36,Male,MCA,QA Engineer,Chennai,38,14,40.1
38,Female,MCA,Frontend Developer,Hyderabad,41,16,48.2
27,Female,BCA,Product Manager,Hyderabad,42,5,19.6
31,Male,B.Tech,Product Manager,Gurugram,49,9,26
50,Male,BCA,Fullstack Developer,Chennai,41,28,78.5
29,Female,M.Tech,Software Engineer,Gurugram,40,7,22.6
28,Male,B.Sc IT,Cloud Architect,Noida,39,6,37.6
31,Male,PhD,Security Engineer,Chennai,41,9,39.3
28,Female,B.E,Frontend Developer,Pune,53,6,15.4
50,Female,B.Sc IT,Frontend Developer,Hyderabad,38,28,64.6
44,Female,B.E,Engineering Manager,Gurugram,39,22,71.1
23,Female,B.Tech,Product Manager,Kolkata,47,1,5.4
47,Female,B.E,Product Manager,Kolkata,45,25,60.7
23,Male,PhD,Fullstack Developer,Chennai,53,1,13.1
34,Male,B.E,DevOps Engineer,Chennai,46,12,37.7
40,Male,MBA,Engineering Manager,Pune,40,18,69.8
40,Male,MCA,QA Engineer,Chennai,43,18,55.1
27,Male,B.Sc IT,Fullstack Developer,Mumbai,48,5,20.5
25,Female,B.Tech,Product Manager,Hyderabad,39,3,13.6
50,Male,BCA,Product Manager,Hyderabad,42,28,85.6
36,Male,B.Sc IT,Security Engineer,Gurugram,51,14,41.1
34,Male,M.Tech,Backend Developer,Noida,49,12,42.4
33,Male,PhD,Data Scientist,Noida,52,11,51.9
38,Female,MBA,Backend Developer,Hyderabad,46,16,41.9
43,Male,MBA,Cloud Architect,Bengaluru,38,21,83.7
47,Male,BCA,Fullstack Developer,Pune,49,25,61.5
37,Male,MCA,QA Engineer,Bengaluru,39,15,45.1
41,Male,MBA,Backend Developer,Noida,39,19,51.1
25,Male,M.Tech,Fullstack Developer,Mumbai,52,3,15.8
34,Female,B.E,Backend Developer,Hyderabad,40,12,39
33,Female,B.E,Engineering Manager,Kolkata,35,11,48.1
26,Male,B.E,Data Scientist,Pune,37,4,21.7
43,Male,B.Tech,Fullstack Developer,Gurugram,38,21,63.8
23,Male,PhD,Security Engineer,Mumbai,43,1,22.6
45,Male,B.Tech,Product Manager,Mumbai,54,23,58.1
23,Female,B.Tech,Engineering Manager,Mumbai,40,1,22.6
49,Male,B.Tech,Product Manager,Bengaluru,41,27,66.8
41,Male,MBA,Frontend Developer,Hyderabad,38,19,65.1
40,Male,MCA,Frontend Developer,Chennai,53,18,49.1
50,Female,B.E,Data Scientist,Gurugram,47,28,70.6
38,Male,B.Sc IT,Security Engineer,Noida,47,16,46.3
45,Male,BCA,Security Engineer,Chennai,49,23,68.1
21,Female,B.E,Software Engineer,Mumbai,49,0,7.5
40,Male,PhD,Data Scientist,Gurugram,35,18,58.6
44,Male,B.E,Engineering Manager,Bengaluru,38,22,77.2
42,Male,M.Tech,DevOps Engineer,Kolkata,44,20,53.4
26,Female,B.Sc IT,Security Engineer,Kolkata,54,4,20.9
34,Female,M.Tech,Cloud Architect,Hyderabad,52,12,55.3
21,Male,M.Tech,QA Engineer,Pune,52,0,6.6
45,Female,MCA,Security Engineer,Bengaluru,48,23,74.1
34,Male,MBA,DevOps Engineer,Mumbai,40,12,44.3
22,Female,M.Tech,QA Engineer,Gurugram,44,0,6
42,Male,M.Tech,Product Manager,Gurugram,52,20,55
26,Female,PhD,Security Engineer,Hyderabad,40,4,30.8
44,Female,B.E,DevOps Engineer,Gurugram,44,22,55.5
29,Female,B.Tech,Product Manager,Hyderabad,41,7,21.8
31,Female,M.Tech,Software Engineer,Bengaluru,42,9,32.6
39,Male,B.Tech,Security Engineer,Kolkata,51,17,53.2
50,Female,MBA,Data Scientist,Gurugram,36,28,86.6
34,Male,B.Tech,Product Manager,Mumbai,44,12,42.8
50,Male,M.Tech,Software Engineer,Kolkata,48,28,78.6
38,Male,MCA,DevOps Engineer,Hyderabad,38,16,53.8
24,Male,PhD,Security Engineer,Kolkata,37,2,24.4
26,Male,B.Sc IT,Product Manager,Hyderabad,41,4,19.6
45,Female,B.Tech,Cloud Architect,Gurugram,46,23,61.3
31,Male,BCA,Security Engineer,Chennai,41,9,32.9
47,Male,MBA,Frontend Developer,Chennai,52,25,70
39,Male,M.Tech,Security Engineer,Mumbai,46,17,54.8
23,Male,PhD,Software Engineer,Kolkata,46,1,11.9
32,Female,M.Tech,QA Engineer,Bengaluru,36,10,27.7
34,Male,M.Tech,Cloud Architect,Kolkata,48,12,55.4
32,Male,PhD,DevOps Engineer,Bengaluru,45,10,44.4
42,Male,B.Tech,Frontend Developer,Chennai,35,20,62
32,Male,B.Tech,Cloud Architect,Mumbai,42,10,51.9
34,Male,PhD,Fullstack Developer,Bengaluru,45,12,43.6
38,Male,B.Tech,Software Engineer,Pune,41,16,48.1
23,Female,MBA,Software Engineer,Gurugram,40,1,9.7
41,Male,PhD,Fullstack Developer,Bengaluru,39,19,61.5
26,Female,MCA,Engineering Manager,Noida,52,4,24.4
30,Male,B.E,QA Engineer,Chennai,52,8,26.9
29,Male,M.Tech,Fullstack Developer,Mumbai,38,7,26.5
40,Male,B.Sc IT,Cloud Architect,Kolkata,43,18,56.7
31,Male,M.Tech,Backend Developer,Mumbai,35,9,35
43,Female,PhD,Engineering Manager,Gurugram,51,21,73.7
40,Male,BCA,Product Manager,Pune,48,18,51.4
22,Female,PhD,Frontend Developer,Pune,37,0,8.5
48,Female,B.Tech,DevOps Engineer,Noida,48,26,61.4
41,Female,B.E,DevOps Engineer,Chennai,50,19,40.6
39,Male,M.Tech,Cloud Architect,Mumbai,50,17,71.2
30,Male,M.Tech,Backend Developer,Chennai,38,8,27.5
36,Female,B.Tech,Engineering Manager,Chennai,39,14,51.3
39,Female,PhD,Data Scientist,Gurugram,53,17,59
25,Male,B.Tech,Fullstack Developer,Hyderabad,48,3,17.3
30,Female,B.E,Frontend Developer,Gurugram,35,8,23.2
28,Female,M.Tech,Product Manager,Hyderabad,52,6,24.7
23,Male,B.Sc IT,Engineering Manager,Hyderabad,47,1,25.7
22,Female,MCA,QA Engineer,Gurugram,53,0,3.4
36,Female,M.Tech,Fullstack Developer,Chennai,37,14,40.9
39,Male,B.Sc IT,Security Engineer,Bengaluru,42,17,66.8
31,Male,PhD,Security Engineer,Bengaluru,49,9,43.9
22,Male,B.E,Engineering Manager,Mumbai,35,0,20.7
31,Male,B.Tech,Frontend Developer,Bengaluru,39,9,31.9
40,Male,B.E,Frontend Developer,Mumbai,49,18,49.2
22,Male,B.Sc IT,Data Scientist,Mumbai,38,0,17.2
23,Male,B.E,Software Engineer,Mumbai,47,1,10.4
48,Female,MCA,Engineering Manager,Pune,44,26,68
33,Male,M.Tech,Product Manager,Hyderabad,51,11,35.9
22,Male,BCA,Data Scientist,Noida,42,0,12.9
38,Male,B.Tech,Product Manager,Hyderabad,41,16,50.2
32,Female,B.Tech,Product Manager,Mumbai,51,10,30.2
50,Male,BCA,Fullstack Developer,Kolkata,41,28,65.3
35,Male,M.Tech,Security Engineer,Mumbai,46,13,45.3
22,Male,M.Tech,Backend Developer,Pune,44,0,7.9
35,Female,B.Sc IT,Backend Developer,Gurugram,38,13,32.7
48,Male,MCA,Fullstack Developer,Mumbai,46,26,67.9
46,Male,B.Tech,QA Engineer,Bengaluru,50,24,68.3
25,Male,B.E,Backend Developer,Bengaluru,42,3,15.6
41,Female,MCA,Software Engineer,Noida,38,19,46.5
25,Male,B.Sc IT,Data Scientist,Noida,47,3,18.4
39,Female,B.E,Cloud Architect,Kolkata,42,17,51.7
42,Male,MBA,Product Manager,Bengaluru,46,20,67
49,Male,B.E,QA Engineer,Kolkata,45,27,80.7
35,Male,MCA,DevOps Engineer,Noida,54,13,31.3
49,Male,B.Sc IT,Frontend Developer,Mumbai,45,27,70.6
50,Female,BCA,Software Engineer,Pune,35,28,58
33,Female,MCA,Security Engineer,Mumbai,51,11,38.5
27,Female,MBA,Backend Developer,Bengaluru,43,5,21.2
35,Male,BCA,Security Engineer,Noida,54,13,40.7
25,Male,PhD,Product Manager,Bengaluru,50,3,21.3
48,Male,B.E,Software Engineer,Hyderabad,48,26,63.9
44,Male,B.Tech,QA Engineer,Kolkata,46,22,60.7
37,Male,BCA,Fullstack Developer,Chennai,53,15,47.5
36,Female,M.Tech,Software Engineer,Gurugram,45,14,41.3
21,Male,PhD,Fullstack Developer,Noida,39,0,12.3
33,Male,B.Sc IT,Cloud Architect,Pune,36,11,47.3
50,Female,B.E,Backend Developer,Kolkata,37,28,60.5
49,Male,MBA,Cloud Architect,Noida,45,27,87.2
25,Female,M.Tech,Software Engineer,Hyderabad,49,3,14.4
31,Male,B.E,Product Manager,Noida,37,9,28.3
35,Female,PhD,Software Engineer,Chennai,46,13,43.1
29,Male,B.E,Fullstack Developer,Gurugram,37,7,19.3
38,Male,M.Tech,Security Engineer,Gurugram,46,16,62.5
28,Female,BCA,Security Engineer,Chennai,35,6,24
40,Female,BCA,Frontend Developer,Chennai,49,18,39.9
35,Female,BCA,Fullstack Developer,Chennai,48,13,33.3
42,Male,B.Tech,Backend Developer,Pune,35,20,52.7
36,Female,B.Tech,DevOps Engineer,Mumbai,35,14,37.8
38,Male,B.E,Software Engineer,Kolkata,43,16,42.9
21,Male,MCA,QA Engineer,Hyderabad,50,0,9
21,Male,PhD,Cloud Architect,Noida,42,0,27
33,Male,MBA,Engineering Manager,Pune,40,11,44.9
26,Male,B.Sc IT,Engineering Manager,Hyderabad,37,4,29.4
35,Male,MBA,Frontend Developer,Noida,51,13,35.6
40,Male,MCA,DevOps Engineer,Chennai,49,18,47
27,Male,B.Sc IT,Data Scientist,Bengaluru,47,5,27.2
25,Male,B.Sc IT,Engineering Manager,Gurugram,37,3,24.3
40,Male,B.E,Cloud Architect,Bengaluru,44,18,75.6
24,Female,B.E,Security Engineer,Pune,35,2,13.3
40,Female,B.Sc IT,DevOps Engineer,Pune,36,18,42.8
25,Female,B.Sc IT,DevOps Engineer,Noida,54,3,11
31,Male,PhD,DevOps Engineer,Bengaluru,50,9,42.1
47,Male,B.E,Product Manager,Chennai,49,25,61.9
45,Male,PhD,DevOps Engineer,Kolkata,53,23,73.1
26,Male,PhD,Engineering Manager,Gurugram,48,4,37.1
32,Male,B.E,Security Engineer,Kolkata,38,10,41.9
23,Female,MBA,Product Manager,Noida,47,1,8.7
40,Male,PhD,Engineering Manager,Gurugram,42,18,79.6
21,Male,PhD,Engineering Manager,Hyderabad,39,0,26.5
25,Male,MBA,Product Manager,Hyderabad,38,3,21
22,Male,B.E,Product Manager,Hyderabad,52,0,7.7
36,Male,M.Tech,Security Engineer,Bengaluru,40,14,54.2
36,Male,PhD,Frontend Developer,Bengaluru,53,14,43.3
36,Male,BCA,Frontend Developer,Noida,38,14,44.4
45,Male,MCA,Backend Developer,Noida,54,23,69.5
50,Female,M.Tech,Security Engineer,Bengaluru,42,28,91.7
24,Female,B.Tech,QA Engineer,Chennai,41,2,9
42,Male,B.E,Frontend Developer,Mumbai,46,20,57.6
47,Female,B.Tech,Product Manager,Bengaluru,45,25,63.6
27,Male,B.Sc IT,Software Engineer,Kolkata,45,5,16.5
40,Male,B.E,Engineering Manager,Bengaluru,40,18,70
26,Female,M.Tech,Engineering Manager,Pune,39,4,25.5
28,Male,MCA,Software Engineer,Pune,49,6,18.6
41,Female,PhD,Software Engineer,Kolkata,45,19,53.1
34,Male,B.Sc IT,Data Scientist,Pune,39,12,42.2
34,Male,PhD,Cloud Architect,Chennai,43,12,48.8
25,Male,B.Sc IT,Backend Developer,Pune,43,3,12.2
45,Male,M.Tech,Fullstack Developer,Chennai,43,23,61.5
30,Male,M.Tech,Product Manager,Chennai,40,8,25.7
24,Male,B.Tech,Backend Developer,Hyderabad,43,2,12.9
38,Female,B.E,Fullstack Developer,Chennai,38,16,33.7
41,Male,MCA,Software Engineer,Mumbai,39,19,55.2
50,Male,MCA,QA Engineer,Kolkata,41,28,77.8
22,Male,MCA,Engineering Manager,Noida,44,0,16.6
26,Female,B.Sc IT,DevOps Engineer,Mumbai,41,4,15.4
50,Male,M.Tech,Cloud Architect,Kolkata,42,28,99.9
37,Male,BCA,Security Engineer,Kolkata,45,15,52.2
43,Male,B.E,Data Scientist,Bengaluru,47,21,62.7
31,Male,B.Tech,QA Engineer,Noida,44,9,26.9
48,Male,B.Sc IT,Engineering Manager,Noida,44,26,85.7
49,Male,PhD,Backend Developer,Mumbai,39,27,76.3
43,Male,B.Tech,Cloud Architect,Kolkata,37,21,70.1
28,Female,B.E,DevOps Engineer,Pune,54,6,16.4
45,Male,MCA,QA Engineer,Hyderabad,44,23,70.5
34,Male,PhD,Cloud Architect,Pune,50,12,52.3
23,Male,PhD,Software Engineer,Gurugram,49,1,15.5
33,Male,B.Sc IT,Data Scientist,Chennai,54,11,38.8
43,Male,M.Tech,Cloud Architect,Chennai,43,21,78.7
29,Female,B.Sc IT,QA Engineer,Gurugram,48,7,21.9
23,Female,M.Tech,Product Manager,Mumbai,48,1,11.2
24,Female,PhD,Software Engineer,Hyderabad,54,2,15.4
43,Female,B.E,Engineering Manager,Bengaluru,41,21,63.3
41,Female,MBA,Backend Developer,Noida,48,19,43
34,Male,B.Sc IT,Product Manager,Chennai,51,12,37.4
26,Female,MCA,Security Engineer,Noida,46,4,18.6
22,Female,B.Tech,Fullstack Developer,Kolkata,51,0,3.3
37,Female,MCA,DevOps Engineer,Hyderabad,39,15,37.3
41,Female,BCA,Fullstack Developer,Pune,44,19,48.4
21,Male,MBA,Software Engineer,Pune,44,0,7.2
34,Male,B.Tech,QA Engineer,Bengaluru,52,12,41.3
28,Female,PhD,Cloud Architect,Noida,38,6,37.6
45,Male,BCA,Fullstack Developer,Mumbai,39,23,61.9
38,Female,B.Sc IT,Backend Developer,Mumbai,42,16,41.3
42,Male,BCA,Data Scientist,Hyderabad,45,20,74.1
30,Female,M.Tech,Data Scientist,Chennai,52,8,27.5
38,Male,B.Tech,DevOps Engineer,Noida,43,16,40.6
46,Female,B.Sc IT,Software Engineer,Kolkata,39,24,56.5
30,Male,MCA,Data Scientist,Gurugram,45,8,32.6
26,Male,M.Tech,Product Manager,Kolkata,51,4,17.9
31,Female,MCA,Product Manager,Gurugram,43,9,25.2
43,Male,PhD,Backend Developer,Noida,43,21,72.4
38,Male,PhD,Data Scientist,Bengaluru,52,16,62.2
28,Female,B.E,Data Scientist,Bengaluru,44,6,31.7
50,Male,B.Tech,Engineering Manager,Mumbai,47,28,91
25,Male,B.E,Security Engineer,Kolkata,54,3,21.8
27,Female,MBA,Engineering Manager,Kolkata,52,5,28.1
45,Female,MBA,Engineering Manager,Bengaluru,38,23,83.1
22,Female,M.Tech,Data Scientist,Noida,39,0,12.3
37,Male,M.Tech,Cloud Architect,Bengaluru,37,15,70.5
37,Female,BCA,QA Engineer,Pune,36,15,35
40,Female,M.Tech,Security Engineer,Pune,54,18,59.5
49,Male,B.Tech,QA Engineer,Hyderabad,49,27,71.2
47,Male,M.Tech,Engineering Manager,Bengaluru,47,25,97.9
49,Female,M.Tech,QA Engineer,Mumbai,49,27,78.3
46,Male,M.Tech,QA Engineer,Noida,50,24,63.4
26,Male,MBA,Product Manager,Chennai,44,4,14.9
28,Male,PhD,Frontend Developer,Chennai,40,6,25.2
45,Male,M.Tech,QA Engineer,Gurugram,41,23,58.2
22,Female,B.Sc IT,Security Engineer,Noida,46,0,11.8
28,Male,B.E,Security Engineer,Bengaluru,35,6,35.6
29,Male,B.Tech,Data Scientist,Gurugram,43,7,26.2
33,Female,PhD,Security Engineer,Kolkata,42,11,47
22,Male,PhD,Frontend Developer,Bengaluru,53,0,14.8
42,Male,M.Tech,Security Engineer,Pune,43,20,62.9
47,Male,B.Tech,Software Engineer,Chennai,40,25,56.7
36,Male,MBA,Backend Developer,Noida,41,14,41.8
37,Female,M.Tech,Fullstack Developer,Kolkata,52,15,36.3
25,Male,B.Sc IT,Frontend Developer,Bengaluru,35,3,14.1
48,Male,BCA,Frontend Developer,Bengaluru,40,26,66.9
31,Male,PhD,Frontend Developer,Bengaluru,35,9,37.3
21,Female,B.Sc IT,DevOps Engineer,Pune,44,0,3.4
39,Female,BCA,QA Engineer,Pune,50,17,38.7
47,Female,MBA,Backend Developer,Hyderabad,37,25,62.9
24,Male,B.E,DevOps Engineer,Bengaluru,39,2,12.5
38,Male,PhD,Fullstack Developer,Bengaluru,42,16,63.1
41,Male,B.Sc IT,Data Scientist,Gurugram,53,19,56.5
36,Female,B.Sc IT,Data Scientist,Mumbai,48,14,50.4
22,Male,PhD,Cloud Architect,Gurugram,52,0,28.6
47,Male,MCA,Backend Developer,Noida,38,25,68.9
38,Female,B.E,Security Engineer,Pune,40,16,48.4
31,Male,B.E,Cloud Architect,Noida,47,9,41.2
30,Male,BCA,QA Engineer,Mumbai,54,8,28.8
35,Male,B.Sc IT,Software Engineer,Hyderabad,51,13,44.4
41,Female,B.Sc IT,Backend Developer,Gurugram,44,19,46.2
40,Female,M.Tech,Software Engineer,Noida,47,18,42.6
42,Male,BCA,Backend Developer,Noida,51,20,58.2
40,Male,MCA,Cloud Architect,Hyderabad,54,18,72
44,Male,BCA,Product Manager,Noida,53,22,63.6
38,Female,MBA,Cloud Architect,Bengaluru,40,16,57.7
35,Male,MBA,Backend Developer,Mumbai,45,13,42.2
32,Female,M.Tech,Security Engineer,Mumbai,39,10,40.5
41,Female,M.Tech,Data Scientist,Kolkata,53,19,51.9
